ID_long,h_type,room_cnt_os.x,p01_plc_2,p02_plc_2,p03_plc_2,p04_plc_2,p05_plc_2,p06_plc_2,p07_plc_2,p08_plc_2,p09_plc_2,p010_plc_2,p011_plc_2,p012_plc_2,p01_plcrec_2,p02_plcrec_2,p03_plcrec_2,p04_plcrec_2,p05_plcrec_2,p06_plcrec_2,p07_plcrec_2,p08_plcrec_2,p09_plcrec_2,p010_plcrec_2,p011_plcrec_2,p012_plcrec_2,p01_rel_2,p02_rel_2,p03_rel_2,p04_rel_2,p05_rel_2,p06_rel_2,p07_rel_2,p08_rel_2,p09_rel_2,p010_rel_2,p011_rel_2,p012_rel_2,p01_age,p02_age,p03_age,p04_age,p05_age,p06_age,p07_age,p08_age,p09_age,p010_age,p011_age,p012_age,fam_size2,race2,pr_hh,pr_pop_hh,no_year_site2,no_year_city2,rent_os_grss,ann_inc_sum,rent_ut,hh_brdn_rent,hh_brdn_rent_ut,room_cnt_os,ovrcrwd,ovr_grp
3262902617-60990-005_3262902617-60990-006,Apartment,5,USA,USA,USA,USA,NA,NA,NA,NA,NA,NA,,,USA,USA,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,Head,Wife,Son,Son,NA,NA,NA,NA,NA,NA,NA,NA,39,39,11,8,NA,NA,NA,NA,NA,NA,NA,NA,4,White,0,0,5,39,585,4940,729,11.84210526,14.75708502,5,0.8,1.00 or less
3262902617-60990-007_3262902617-60990-008,Apartment,5,USA,Italy,USA,NA,NA,NA,NA,NA,NA,NA,,,USA,Europe,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Head,Mother,Brother,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,63,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,White,0,0,45,38,544.8,2704,664.8,20.14792899,24.58579882,5,0.6,1.00 or less
3262902617-60990-009_3262902617-60990-010,Apartment,5.5,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,,,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Husband,Wife,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,White,0,0,16,59,496.8,7020,700.8,7.076923077,9.982905983,5.5,0.363636364,1.00 or less
3262902617-60990-011_3262902617-60990-012,Apartment,5,PR,PR,NA,NA,NA,NA,NA,NA,NA,NA,,,PR,PR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wife,Husband,Son,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,34,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Puerto Rican,1,3,11,12,496.8,4420,640.8,11.239819,14.49773756,5,0.6,1.00 or less
3262902617-60990-013_3262902617-60990-014,Apartment,5,PR,USA,PR,NA,NA,NA,NA,NA,NA,NA,,,PR,USA,PR,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,Daughter,Brother in Law of 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,11,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Puerto Rican,1,3,4,27,660,5382,780,12.26309922,14.49275362,5,0.6,1.00 or less
3262902617-60990-015_3262902617-60990-016,Apartment,5,PR,PR,PR,PR,NA,NA,NA,NA,NA,NA,,,PR,PR,PR,PR,NA,NA,NA,NA,NA,NA,NA,NA,Head,Wife,Daughter,Friend,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,Puerto Rican,1,4,2,8,610.56,5720,712.56,10.67412587,12.45734266,5,0.8,1.00 or less
3262902617-60990-017_3262902617-60990-018,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wife,H,Daughter,Son,Daughter,Daughter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0,0,NA,NA,496.8,NA,496.8,NA,NA,5,1.2,1.01 to 1.50
3262902617-60990-019_3262902617-60990-020,Apartment,5,PR,PR,USA,NA,NA,NA,NA,NA,NA,NA,,,PR,PR,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Head,Wife,Son,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,21,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Puerto Rican,1,3,4,4,630,2288,738,27.53496503,32.25524476,5,0.6,1.00 or less
3262902617-60990-021_3262902617-60990-022,Apartment,5,PR,USA,USA,USA,USA,NA,NA,NA,NA,NA,,,PR,USA,USA,USA,USA,NA,NA,NA,NA,NA,NA,NA,Mother,Son,Son,Son,Son,NA,NA,NA,NA,NA,NA,NA,55,29,28,27,21,NA,NA,NA,NA,NA,NA,NA,5,NA,1,5,18,30,479.4,NA,479.4,NA,NA,5,1,1.00 or less
3262902861-60991-001_3262902861-60991-002,Apartment,4,USA,USA,USA,USA,USA,USA,NA,NA,NA,NA,,,USA,USA,USA,USA,USA,USA,NA,NA,NA,NA,NA,NA,H,Wife,Son,Son,Son,Son,NA,NA,NA,NA,NA,NA,35,34,11,9,8,3,NA,NA,NA,NA,NA,NA,6,White,0,0,3.5,33,660,4420,660,14.9321267,14.9321267,4,1.5,1.01 to 1.50
3262902861-60991-003_3262902861-60991-004,Apartment,4,USA,USA,USA,NA,NA,NA,NA,NA,NA,NA,,,USA,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,Wife,Son,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,25,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,White,0,0,4,25,660,3952,660,16.70040486,16.70040486,4,0.75,1.00 or less
3262902861-60991-005_3262902861-60991-006,Apartment,4,Ireland,USA,NA,NA,NA,NA,NA,NA,NA,NA,,,Europe,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Head,Husband,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,White,0,0,45,52,612,3238.8,672,18.89588737,20.74842534,4,0.5,1.00 or less
3262902861-60991-007_3262902861-60991-008,Apartment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,2,0,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0,0,NA,2.5,660,NA,660,NA,NA,NA,NA,NA
3262902861-60991-009_3262902861-60991-010,Apartment,4,PR,PR,USA,NA,NA,NA,NA,NA,NA,NA,,,PR,PR,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Husband,Wife,Son,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,24,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Puerto Rican,1,3,9,6,658.8,2600,886.8,25.33846154,34.10769231,4,0.75,1.00 or less
3262902861-60991-011_3262902861-60991-012,NA,NA,USA,USA,USA,USA,PR,NA,NA,NA,NA,NA,,,USA,USA,USA,USA,PR,NA,NA,NA,NA,NA,NA,NA,Son,Son,Son,Son,Head,NA,NA,NA,NA,NA,NA,NA,5,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3262902861-60991-013_3262902861-60991-014,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,Wife,Son,Son,Daughter,NA,NA,NA,NA,NA,NA,NA,36,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0,0,NA,NA,660,NA,660,NA,NA,4,1.25,1.01 to 1.50
3262902861-60991-015_3262902861-60991-016,NA,4,PR,PR,PR,PR,PR,PR,NA,NA,NA,NA,,,PR,PR,PR,PR,PR,PR,NA,NA,NA,NA,NA,NA,H,Daughter,Daughter,Daughter,Daughter,Daughter of 2,NA,NA,NA,NA,NA,NA,44,22,16,24,24,2,NA,NA,NA,NA,NA,NA,5,Puerto Rican,1,5,1.9,13,722.4,2756,722.4,26.21190131,26.21190131,4,1.25,1.01 to 1.50
3262902861-60991-017_3262902861-60991-018,Apartment,4,PR,PR,PR,PR,NA,NA,NA,NA,NA,NA,,,PR,PR,PR,PR,NA,NA,NA,NA,NA,NA,NA,NA,Head,Wife,Son,Daughter,NA,NA,NA,NA,NA,NA,NA,NA,35,29,15,14,NA,NA,NA,NA,NA,NA,NA,NA,4,Puerto Rican,1,4,2,8,662.4,3380,758.4,19.59763314,22.43786982,4,1,1.00 or less
3262902861-60991-019_3262902861-60991-020,Apartment,4,USA,England,NA,NA,NA,NA,NA,NA,NA,NA,,,USA,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Head,Friend,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,White,0,0,20,35,576,NA,636,NA,NA,4,0.5,1.00 or less
3262902861-60991-021_3262902861-60991-022,Apartment,4,USA,USA,USA,USA,USA,NA,NA,NA,NA,NA,,,USA,USA,USA,USA,USA,NA,NA,NA,NA,NA,NA,NA,Head,Daughter,Sister,daughter of sister,daughter of sister,NA,NA,NA,NA,NA,NA,NA,29,2,31,8,7,NA,NA,NA,NA,NA,NA,NA,5,White,0,0,3,29,744,6708,876,11.09123435,13.05903399,4,1.25,1.01 to 1.50
3262902861-60991-023_3262902861-60991-024,Apartment,5,PR,PR,PR,PR,PR,NA,NA,NA,NA,NA,,,PR,PR,PR,PR,PR,NA,NA,NA,NA,NA,NA,NA,Husband,Wife,Son,Niece,Mother,NA,NA,NA,NA,NA,NA,NA,34,31,9,10,56,NA,NA,NA,NA,NA,NA,NA,5,Puerto Rican,1,5,1,8,642.72,5980,642.72,10.74782609,10.74782609,5,1,1.00 or less
3262902861-60991-025_3262902861-60991-026,NA,4,PR,PR,PR,NA,NA,NA,NA,NA,NA,NA,,,PR,PR,PR,NA,NA,NA,NA,NA,NA,NA,NA,NA,Head,Wife,Son,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,32,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Puerto Rican,1,3,9,9,662.4,2860,866.4,23.16083916,30.29370629,4,0.75,1.00 or less
3262905290-60992-001_3262905290-60992-002,Apartment,4,PR,PR,PR,PR,PR,PR,NA,NA,NA,NA,,,PR,PR,PR,PR,PR,PR,NA,NA,NA,NA,NA,NA,Husband,Wife,Son,Son,Son,Son,NA,NA,NA,NA,NA,NA,50,40,19,15,12,10,NA,NA,NA,NA,NA,NA,6,NA,1,6,0.16,6,348.6,4972.24,471.6,7.010924654,9.484658826,4,1.5,1.01 to 1.50
3262905290-60992-003_3262905290-60992-004,Apartment,3,England,England,NA,NA,NA,NA,NA,NA,NA,NA,,,Europe,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Husband,Wife,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,0,37,48,289.8,8762,289.8,3.307464049,3.307464049,3,0.666666667,1.00 or less
3262905290-60992-005_3262905290-60992-006,Apartment,3,USA,USA,USA,USA,USA,USA,USA,NA,NA,NA,,,USA,USA,USA,USA,USA,USA,USA,NA,NA,NA,NA,NA,Head,Wife,Sister,Daughter,Daughter,Daughter,Daughter,NA,NA,NA,NA,NA,28,26,30,11,6,3,1,NA,NA,NA,NA,NA,7,White,0,0,NA,NA,333,3640,525,9.148351648,14.42307692,3,2.333333333,1.51 or more
3262905290-60992-007_3262905290-60992-008,Apartment,3,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,30,67,331.2,1820,451.2,18.1978022,24.79120879,3,0.333333333,1.00 or less
3262905290-60992-009_3262905290-60992-010,Apartment,3,USA,USA,USA,NA,NA,NA,NA,NA,NA,NA,,,USA,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,Wife,Daughter,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,45,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0,0,1,45,348,2000,348,17.4,17.4,3,1,1.00 or less
3262905290-60992-011_3262905290-60992-012,Apartment,3,PR,PR,PR,PR,PR,PR,NA,NA,NA,NA,,,PR,PR,PR,PR,PR,PR,NA,NA,NA,NA,NA,NA,Head,Wife,Son,Son,Son,Daughter,NA,NA,NA,NA,NA,NA,36,32,11,10,7,6,NA,NA,NA,NA,NA,NA,6,NA,1,6,4,4,460.8,2080,586.8,22.15384615,28.21153846,3,2,1.51 or more
3262905290-60992-013_3262905290-60992-014,Apartment,3,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Head,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,25,53,317.4,3400,317.4,9.335294118,9.335294118,3,0.333333333,1.00 or less
3262905290-60992-015_3262905290-60992-016,Apartment,3,Luxembourg,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,21,45,358.8,900,418.8,39.86666667,46.53333333,3,0.333333333,1.00 or less
3262905290-60992-017_3262905290-60992-018,Apartment,3,PR,PR,NA,NA,NA,NA,NA,NA,NA,NA,,,PR,PR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Husband,Wife,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Puerto Rican,1,2,0.16,5,365.04,2496,365.04,14.625,14.625,3,0.666666667,1.00 or less
3262905290-60992-019_3262905290-60992-020,Apartment,3,PR,PR,PR,PR,NA,NA,NA,NA,NA,NA,,,PR,PR,PR,PR,NA,NA,NA,NA,NA,NA,NA,NA,H,Wife,Son,Son,NA,NA,NA,NA,NA,NA,NA,NA,26,20,5,4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,1,4,0.33,4,520.8,2704,520.8,19.26035503,19.26035503,3,1.333333333,1.01 to 1.50
3262905290-60992-021_3262905290-60992-022,Apartment,3,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Head,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,40,NA,275.6,3187.6,275.6,8.646003263,8.646003263,3,0.333333333,1.00 or less
3262905290-60992-023_3262905290-60992-024,Apartment,3,Greece,Greece,USA,NA,NA,NA,NA,NA,NA,NA,,,Europe,Europe,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Head,Wife,Son,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,62,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0,0,12,44,358.8,1038,436.8,34.56647399,42.08092486,3,1,1.00 or less
3262905290-60992-025_3262905290-60992-026,Apartment,3,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,White,0,0,24,NA,345,1040,513,33.17307692,49.32692308,3,0.333333333,1.00 or less
3262905290-60992-027_3262905290-60992-028,Apartment,3,PR,PR,PR,PR,PR,NA,NA,NA,NA,NA,,,PR,PR,PR,PR,PR,NA,NA,NA,NA,NA,NA,NA,Head,Wife,Brother in Law,Niece,Niece,NA,NA,NA,NA,NA,NA,NA,43,33,47,19,14,NA,NA,NA,NA,NA,NA,NA,5,Puerto Rican,1,5,NA,7,412.8,7488,556.8,5.512820513,7.435897436,3,1.666666667,1.51 or more
3262905290-60992-029_3262905290-60992-030,Apartment,3,England,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,White,0,0,20,40,358.8,707.4,448.8,50.72094996,63.44359627,3,0.333333333,1.00 or less
3262905290-60992-031_3262905290-60992-032,Apartment,3,PR,PR,USA,USA,NA,NA,NA,NA,NA,NA,,,PR,PR,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,Head,Wife,Daughter,Daughter,NA,NA,NA,NA,NA,NA,NA,NA,32,26,6,4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,1,4,0.6,8,432.6,2860,588.6,15.12587413,20.58041958,3,1.333333333,1.01 to 1.50
3262905290-60992-033_3262905290-60992-034,Apartment,3.5,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Head,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,15,NA,437.4,1560,437.4,28.03846154,28.03846154,3.5,0.285714286,1.00 or less
3262905290-60992-035_3262905290-60992-036,Apartment,3,PR,USA,USA,NA,NA,NA,NA,NA,NA,NA,,,PR,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Head,Son,Son,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Puerto Rican,1,3,1,13,330.6,3494.4,546.6,9.460851648,15.64217033,3,1,1.00 or less
3262905290-60992-037_3262905290-60992-038,Apartment,3,PR,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,PR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Head,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,7,348.6,NA,540.6,NA,NA,3,0.333333333,1.00 or less
3262905511-60993-001_3262905511-60993-002,Apartment,6,USA,USA,USA,NA,NA,NA,NA,NA,NA,NA,,,USA,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,Son,Daughter,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,19,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,White,0,0,4,51,634.8,2787.2,694.8,22.77554535,24.9282434,6,0.5,1.00 or less
3262905511-60993-003_3262905511-60993-004,Apartment,6,PR,PR,PR,PR,PR,NA,NA,NA,NA,NA,,,PR,PR,PR,PR,PR,NA,NA,NA,NA,NA,NA,NA,Wife,H,Cousin,Daughter,H,NA,NA,NA,NA,NA,NA,NA,26,36,24,12,20,NA,NA,NA,NA,NA,NA,NA,5,Puerto Rican,1,5,0.25,4,520.8,2340,574.8,22.25641026,24.56410256,6,0.833333333,1.00 or less
3262905511-60993-005_3262905511-60993-006,Apartment,6,Italy,Italy,USA,NA,NA,NA,NA,NA,NA,NA,,,Europe,Europe,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,Wife,Daughter,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,73,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,White,0,0,22,30,504,2340,564,21.53846154,24.1025641,6,0.5,1.00 or less
3262905511-60993-007_3262905511-60993-008,Apartment,6,USA,USA,USA,NA,NA,NA,NA,NA,NA,NA,,,USA,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Head,Sister,Sister,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,60,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,White,0,0,56,56,520.8,4888,622.8,10.65466448,12.74140753,6,0.5,1.00 or less
3262905663-60994-001_3262905663-60994-002,Apartment,5,PR,PR,PR,PR,USA,USA,USA,USA,NA,NA,,,PR,PR,PR,PR,USA,USA,USA,USA,NA,NA,NA,NA,H,Wife,Daughter,Daughter,Son,Son,Son,Daughter,NA,NA,NA,NA,31,29,11,6,2,3,2,1,NA,NA,NA,NA,8,NA,1,8,NA,NA,414,NA,414,NA,NA,5,1.6,1.51 or more
3262905663-60994-003_3262905663-60994-004,Apartment,5,PR,PR,NA,NA,NA,NA,NA,NA,NA,NA,,,PR,PR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,Wife,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Puerto Rican,1,2,2,10,414,NA,414,NA,NA,5,0.4,1.00 or less
3262905663-60994-005_3262905663-60994-006,Apartment,5,USA,USA,USA,NA,NA,NA,NA,NA,NA,NA,,,USA,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,Wife,Son,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,43,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,White,0,0,8,48,455.4,3000,571.2,15.18,19.04,5,0.6,1.00 or less
3262905663-60994-007_3262905663-60994-008,Apartment,5,USA,USA,USA,USA,USA,NA,NA,USA,USA,USA,,,USA,USA,USA,USA,USA,NA,NA,USA,USA,USA,NA,NA,H,Wife,Daughter,Daughter,Daughter,Daughter,Daughter,Daughter,Son,Son,NA,NA,47,40,19,18,17,16,15,11,10,9,NA,NA,10,White,0,0,9,47,441.6,3640,567.6,12.13186813,15.59340659,5,2,1.51 or more
3262905663-60994-009_3262905663-60994-010,Apartment,5,USA,USA,USA,USA,NA,NA,NA,NA,NA,NA,,,USA,USA,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,H,Wife,Daughter,Son,NA,NA,NA,NA,NA,NA,NA,NA,25,25,6,3,NA,NA,NA,NA,NA,NA,NA,NA,4,White,0,0,0.5,25,451.8,4160,561.6,10.86057692,13.5,5,0.8,1.00 or less
3262905663-60994-011_3262905663-60994-012,Apartment,5,USA,Ireland,USA,NA,NA,NA,NA,NA,NA,NA,,,USA,Europe,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,Wife,Son,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,40,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,White,0,0,10,45,438,11024,526.8,3.973149492,4.778664731,5,0.6,1.00 or less
3262905663-60994-013_3262905663-60994-014,Apartment,5,PR,USA,USA,PR,NA,NA,NA,NA,NA,NA,,,PR,USA,USA,PR,NA,NA,NA,NA,NA,NA,NA,NA,Mother,Son,Daughter,Grand Mother,NA,NA,NA,NA,NA,NA,NA,NA,31,9,7,56,NA,NA,NA,NA,NA,NA,NA,NA,4,Puerto Rican,1,4,0.58,14,414,2080,510,19.90384615,24.51923077,5,0.8,1.00 or less
3262905663-60994-015_3262905663-60994-016,Apartment,5,USA,USA,USA,NA,NA,NA,NA,NA,NA,NA,,,USA,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Head,Wife,Daughter,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,29,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,White,0,0,35,29,441.6,4680,549.6,9.435897436,11.74358974,5,0.6,1.00 or less
3262905663-60994-017_3262905663-60994-018,Apartment,5,USA,USA,USA,USA,USA,NA,NA,NA,NA,NA,,,USA,USA,USA,USA,USA,NA,NA,NA,NA,NA,NA,NA,Head,Wife,Daughter,Son,Daughter,NA,NA,NA,NA,NA,NA,NA,37,37,14,9,5,NA,NA,NA,NA,NA,NA,NA,5,White,0,0,15,37,503.64,6500,599.64,7.748307692,9.225230769,5,1,1.00 or less
3262906641-60995-001_3262906641-60995-002,Apartment,5,USA,USA,USA,USA,USA,USA,NA,NA,NA,NA,,,USA,USA,USA,USA,USA,USA,NA,NA,NA,NA,NA,NA,H,Wife,Son,Son,Son,Daughter,NA,NA,NA,NA,NA,NA,56,47,17,15,14,13,NA,NA,NA,NA,NA,NA,6,White,0,0,14,30,276,5616,432.6,4.914529915,7.702991453,5,1.2,1.01 to 1.50
3262906641-60995-003_3262906641-60995-004,Apartment,5,PR,PR,PR,PR,PR,PR,PR,PR,PR,PR,,,PR,PR,PR,PR,PR,PR,PR,PR,PR,PR,NA,NA,H,Wife,Daughter,Son,Daughter,Son,Son,Daughter,Son,Daughter,NA,NA,42,38,18,16,14,12,10,9,6,5,NA,NA,10,Puerto Rican,1,10,2,3.5,317.4,NA,457.8,NA,NA,5,2,1.51 or more
3262906641-60995-005_3262906641-60995-006,Apartment,5,PR,PR,PR,PR,NA,NA,NA,NA,NA,NA,,,PR,PR,PR,PR,NA,NA,NA,NA,NA,NA,NA,NA,H,Wife,Daughter,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,38,15,11,NA,NA,NA,NA,NA,NA,NA,NA,4,Puerto Rican,1,4,0.3,12,403.2,8320,481.2,4.846153846,5.783653846,5,0.8,1.00 or less
3262906641-60995-007_3262906641-60995-008,Apartment,5,France,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Head,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,White,0,0,23,35,331.2,2080,391.2,15.92307692,18.80769231,5,0.2,1.00 or less
3262906641-60995-009_3262906641-60995-010,Apartment,5,PR,PR,PR,PR,NA,NA,NA,NA,NA,NA,,,PR,PR,PR,PR,NA,NA,NA,NA,NA,NA,NA,NA,H,Wife,Son,Daughter,NA,NA,NA,NA,NA,NA,NA,NA,38,42,15,14,NA,NA,NA,NA,NA,NA,NA,NA,4,Puerto Rican,1,4,3.5,5,365.04,2733.12,365.04,13.35616438,13.35616438,5,0.8,1.00 or less
3262906641-60995-011_3262906641-60995-012,Apartment,5,PR,PR,PR,PR,PR,PR,PR,NA,NA,NA,,,PR,PR,PR,PR,PR,PR,PR,NA,NA,NA,NA,NA,Head,Wife,Daughter,Son,Son,Daughter,Son,NA,NA,NA,NA,NA,33,36,15,13,12,11,10,NA,NA,NA,NA,NA,7,Puerto Rican,1,7,1,7,365.04,5200,605.04,7.02,11.63538462,5,1.4,1.01 to 1.50
3262906641-60995-013_3262906641-60995-014,Apartment,5,USA,USA,USA,USA,NA,NA,NA,NA,NA,NA,,,USA,USA,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,Head,Sister in Law,Daughter,gr. Si,NA,NA,NA,NA,NA,NA,NA,NA,52,26,24,3,NA,NA,NA,NA,NA,NA,NA,NA,4,White,0,0,NA,52,317.4,7748,749.4,4.096541043,9.672173464,5,0.8,1.00 or less
3262906641-60995-015_3262906641-60995-016,Apartment,5,USA,USA,USA,NA,NA,NA,NA,NA,NA,NA,,,USA,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,Wife,Son,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,25,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,White,0,0,3,28,392.52,3562,797.52,11.01965188,22.38966873,5,0.6,1.00 or less
