,ID_long,area_des,area_des_recoded,same_area_recoded
904,3262921606-61023-007_3262921606-61023-008,,,
905,3262921606-61023-009_3262921606-61023-010,,,
906,3262921606-61023-011_3262921606-61023-012,,,
907,3262921606-61023-013_3262921606-61023-014,,,
908,3262921606-61023-015_3262921606-61023-016,,,
909,3262921606-61023-017_3262921606-61023-018,,,
910,3262921606-61023-019_3262921606-61023-020,,,
911,3262921606-61023-021_3262921606-61023-022,,,
912,3262921798-61019-001_3262921798-61019-002,Manhattan,Manhattan,
913,3262921798-61019-003_3262921798-61019-004,,,
914,3262921798-61019-005_3262921798-61019-006,,,
915,3262921798-61019-007_3262921798-61019-008,,,
916,3262921798-61019-009_3262921798-61019-010,,,
917,3262921798-61019-011_3262921798-61019-012,,,
918,3262921798-61019-013_3262921798-61019-014,,,
919,3262921798-61019-015_3262921798-61019-016,,,
920,3262921798-61019-017_3262921798-61019-018,,,
921,3262929212-61015-001_3262929212-61015-002,,,
922,3458098234-61022-001_3458098234-61022-002,Manhattan,Manhattan,
923,3458098234-61022-003_3458098234-61022-004,,,
924,3458098234-61022-005_3458098234-61022-006,Manhattan,Manhattan,
925,3458098649-61037-001_3458098649-61037-002,Manhattan,Manhattan,
926,3458098649-61037-003_3458098649-61037-004,,,
927,3458098649-61037-005_3458098649-61037-006,,,
928,3458098649-61037-007_3458098649-61037-008,,,
929,3458098649-61037-009_3458098649-61037-010,Manhattan,Manhattan,
930,3458098649-61037-011_3458098649-61037-012,,,
931,3458098649-61037-013_3458098649-61037-014,,,
932,3458098649-61037-015_3458098649-61037-016,,,
933,3458098649-61037-017_3458098649-61037-018,,,
934,3458098649-61037-019_3458098649-61037-020,,,
935,3458099466-61039-001_3458099466-61039-002,,,
936,3458099466-61039-003_3458099466-61039-004,,,
937,3458099466-61039-005_3458099466-61039-006,,,
938,3458099466-61039-007_3458099466-61039-008,,,
939,3458099466-61039-009_3458099466-61039-010,,,
940,3458099466-61039-011_3458099466-61039-012,,,
941,3458099466-61039-013_3458099466-61039-014,Manhattan,Manhattan,
942,3458099466-61039-015_3458099466-61039-016,,,
943,3458099466-61039-017_3458099466-61039-018,anywhere but brooklyn,Not Brooklyn,
944,3458099466-61039-019_3458099466-61039-020,,,
945,3458099466-61039-021_3458099466-61039-022,,,
946,3458099466-61039-023_3458099466-61039-024,,,
947,3458099466-61039-025_3458099466-61039-026,Manhattan,Manhattan,
948,3458099466-61039-027_3458099466-61039-028,,,
949,3458099466-61039-029_3458099466-61039-030,,,
950,3458100579-61040-001_3458100579-61040-002,,,
951,3458100579-61040-003_3458100579-61040-004,Manhattan,Manhattan,
952,3458100579-61040-005_3458100579-61040-006,,,
953,3458100579-61040-007_3458100579-61040-008,,,
954,3458100579-61040-009_3458100579-61040-010,,,
955,3458100579-61040-011_3458100579-61040-012,,,
956,3458100579-61040-013_3458100579-61040-014,,,
957,3458100579-61040-015_3458100579-61040-016,,,
958,3458100579-61040-017_3458100579-61040-018,,,
959,3458100579-61040-019_3458100579-61040-020,,,
960,3458100579-61040-021_3458100579-61040-022,,,
961,3458100579-61040-023_3458100579-61040-024,Manhattan,Manhattan,
962,3458100579-61040-025_3458100579-61040-026,,,
963,3458100579-61040-027_3458100579-61040-028,,,
964,3458100579-61040-029_3458100579-61040-030,,,
965,3458100579-61040-031_3458100579-61040-032,,,
966,3458100579-61040-033_3458100579-61040-034,,,
967,3458100579-61040-035_3458100579-61040-036,,,
968,3458100579-61040-037_3458100579-61040-038,,,
969,3458100579-61040-039_3458100579-61040-040,,,
970,3458100579-61040-041_3458100579-61040-042,,,
971,3458101564-61043-001_3458101564-61043-002,,,
972,3458101564-61043-003_3458101564-61043-004,Manhattan,Manhattan,
973,3458101564-61043-005_3458101564-61043-006,,,
974,3458101564-61043-007_3458101564-61043-008,,,
975,3458101564-61043-009_3458101564-61043-010,,,
976,3458101564-61043-011_3458101564-61043-012,,,
977,3458101564-61043-013_3458101564-61043-014,,,
978,3458101564-61043-015_3458101564-61043-016,,,
979,3458102587-61042-001_3458102587-61042-002,,,
980,3458102587-61042-003_3458102587-61042-004,,,
981,3458102587-61042-005_3458102587-61042-006,,,
982,3458102587-61042-007_3458102587-61042-008,,,
983,3458102587-61042-009_3458102587-61042-010,,,
984,3458102587-61042-011_3458102587-61042-012,,,
985,3458102587-61042-013_3458102587-61042-014,,,
986,3458102587-61042-015_3458102587-61042-016,,,
987,3458102587-61042-017_3458102587-61042-018,,,
988,3458102587-61042-019_3458102587-61042-020,,,
989,3458102587-61042-021_3458102587-61042-022,,,
990,3458102587-61042-023_3458102587-61042-024,,,
991,3458102587-61042-025_3458102587-61042-026,,,
992,3458102587-61042-027_3458102587-61042-028,,,
993,3458102587-61042-029_3458102587-61042-030,Manhattan,Manhattan,
994,3458102587-61042-031_3458102587-61042-032,,,
995,3458103019-61041-001_3458103019-61041-002,,,
996,3458103019-61041-003_3458103019-61041-004,,,
997,3458103019-61041-005_3458103019-61041-006,,,
998,3458103019-61041-007_3458103019-61041-008,,,
999,3458103019-61041-011_3458103019-61041-012,,,
1000,3458103019-61041-013_3458103019-61041-014,,,
1001,3458103019-61041-015_3458103019-61041-016,,,
1002,3458103019-61041-017_3458103019-61041-018,,,
1003,3458103019-61041-019_3458103019-61041-020,,,
1004,3458103019-61041-021_3458103019-61041-022,,,
1005,3458103019-61041-023_3458103019-61041-024,,,
1006,3458103019-61041-025_3458103019-61041-026,,,
1007,3458103429-61038-001_3458103429-61038-002,,,
1008,3458103429-61038-003_3458103429-61038-004,,,
1009,3458103429-61038-005_3458103429-61038-006,,,
1010,3458103429-61038-007_3458103429-61038-008,,,
1011,3458103429-61038-009_3458103429-61038-010,,,
1012,3458103429-61038-011_3458103429-61038-012,,,
1013,3458103429-61038-013_3458103429-61038-014,,,
1014,3458103429-61038-015_3458103429-61038-016,,,
1015,3458103429-61038-017_3458103429-61038-018,,,
1016,3458103429-61038-019_3458103429-61038-020,,,
1017,3458103429-61038-021_3458103429-61038-022,,,
1018,3458103429-61038-023_3458103429-61038-024,Manhattan,Manhattan,
1019,3458103429-61038-025_3458103429-61038-026,,,
1020,3458103429-61038-027_3458103429-61038-028,,,
1021,3458103429-61038-029_3458103429-61038-030,,,
1022,3458103921-61031-001_3458103921-61031-002,Manhattan,Manhattan,
1023,3458103921-61031-003_3458103921-61031-004,,,
1024,3458103921-61031-005_3458103921-61031-006,Manhattan,Manhattan,
1025,3458103921-61031-007_3458103921-61031-008,,,
1026,3458103921-61031-009_3458103921-61031-010,,,
1027,3458103921-61031-011_3458103921-61031-012,,,
1028,3458103921-61031-013_3458103921-61031-014,,,
1029,3458103921-61031-015_3458103921-61031-016,,,
1030,3458103921-61031-017_3458103921-61031-018,,,
1031,3458103921-61031-019_3458103921-61031-020,,,
1032,3458103921-61031-021_3458103921-61031-022,,,
1033,3458103921-61031-023_3458103921-61031-024,Manhattan,Manhattan,
1034,3458103921-61031-025_3458103921-61031-026,,,
1035,3458103921-61031-027_3458103921-61031-028,Manhattan,Manhattan,
1036,3458103921-61031-029_3458103921-61031-030,,,
1037,3458103921-61031-031_3458103921-61031-032,Manhattan,Manhattan,
1038,3458103921-61031-033_3458103921-61031-034,,,
1039,3458103921-61031-035_3458103921-61031-036,,,
1040,3458104222-61036-001_3458104222-61036-002,Manhattan,Manhattan,
1041,3458104222-61036-003_3458104222-61036-004,,,
1042,3458104222-61036-005_3458104222-61036-006,,,
1043,3458104222-61036-007_3458104222-61036-008,,,
1044,3458104222-61036-009_3458104222-61036-010,,,
1045,3458104222-61036-011_3458104222-61036-012,,,
1046,3458104222-61036-013_3458104222-61036-014,,,
1047,3458104222-61036-015_3458104222-61036-016,,,
1048,3458104222-61036-017_3458104222-61036-018,,,
1049,3458104222-61036-019_3458104222-61036-020,,,
1050,3458104222-61036-021_3458104222-61036-022,,,
1051,3458104222-61036-023_3458104222-61036-024,,,
1052,3458104222-61036-025_3458104222-61036-026,,,
1053,3458104222-61036-027_3458104222-61036-028,,,
1054,3458104431-61035-001_3458104431-61035-002,,,
1055,3458104431-61035-003_3458104431-61035-004,,,
1056,3458104431-61035-005_3458104431-61035-006,,,
1057,3458104431-61035-007_3458104431-61035-008,,,
1058,3458104431-61035-009_3458104431-61035-010,,,
1059,3458104431-61035-011_3458104431-61035-012,,,
1060,3458104431-61035-013_3458104431-61035-014,,,
1061,3458104431-61035-015_3458104431-61035-016,,,
1062,3458104431-61035-017_3458104431-61035-018,,,
1063,3458104431-61035-019_3458104431-61035-020,,,
1064,3458104431-61035-021_3458104431-61035-022,,,
1065,3458104431-61035-023_3458104431-61035-024,,,
1066,3458104431-61035-025_3458104431-61035-026,,,
1067,3458104431-61035-027_3458104431-61035-028,,,
1068,3458104431-61035-029_3458104431-61035-030,,,
1069,3458104715-61034-001_3458104715-61034-002,,,
1070,3458104715-61034-003_3458104715-61034-004,,,
1071,3458104715-61034-005_3458104715-61034-006,,,
1072,3458104715-61034-007_3458104715-61034-008,,,
1073,3458104715-61034-009_3458104715-61034-010,,,
1074,3458104715-61034-011_3458104715-61034-012,Manhattan,Manhattan,
1075,3458104715-61034-013_3458104715-61034-014,,,
1076,3458104715-61034-015_3458104715-61034-016,,,
1077,3458104715-61034-017_3458104715-61034-018,,,
1078,3458104715-61034-019_3458104715-61034-020,,,
1079,3458104715-61034-021_3458104715-61034-022,,,
1080,3458104715-61034-023_3458104715-61034-024,,,
1081,3458104715-61034-025_3458104715-61034-026,,,
1082,3458104715-61034-027_3458104715-61034-028,Manhattan,Manhattan,
1083,3458104715-61034-029_3458104715-61034-030,,,
1084,3458104715-61034-031_3458104715-61034-032,,,
1085,3458105050-61033-001_3458105050-61033-002,Manhattan - similar area,Manhattan,1.0
1086,3458105050-61033-003_3458105050-61033-004,,,
1087,3458105050-61033-005_3458105050-61033-006,Manhattan - Yorkville,Manhattan,
1088,3458105050-61033-007_3458105050-61033-008,Manhattan - East Asia,Manhattan,
1089,3458105050-61033-009_3458105050-61033-010,,,
1090,3458105050-61033-011_3458105050-61033-012,Manhattan,Manhattan,
1091,3458105050-61033-013_3458105050-61033-014,Manhattan,Manhattan,
1092,3458105050-61033-015_3458105050-61033-016,Manhattan,Manhattan,
1093,3458105050-61033-017_3458105050-61033-018,Manhattan - Washington Heights,Manhattan,
1094,3458105050-61033-019_3458105050-61033-020,Manhattan,Manhattan,
1095,3458105308-61032-001_3458105308-61032-002,Manhattan,Manhattan,
1096,3458105308-61032-003_3458105308-61032-004,,,
1097,3458105308-61032-005_3458105308-61032-006,Manhattan,Manhattan,
1098,3458105308-61032-007_3458105308-61032-008,Manhattan,Manhattan,
1099,3458105308-61032-009_3458105308-61032-010,Manhattan,Manhattan,
1100,3458105308-61032-011_3458105308-61032-012,Manhattan,Manhattan,
1101,3458105308-61032-013_3458105308-61032-014,Manhattan,Manhattan,
1102,3458105308-61032-015_3458105308-61032-016,Manhattan,Manhattan,
1103,3458105308-61032-017_3458105308-61032-018,Manhattan,Manhattan,
1104,3458105308-61032-019_3458105308-61032-020,Manhattan,Manhattan,
1105,3458105308-61032-021_3458105308-61032-022,Manhattan,Manhattan,
1106,3458105308-61032-023_3458105308-61032-024,Manhattan,Manhattan,
1107,3458105558-61030-001_3458105558-61030-002,Manhattan,Manhattan,
1108,3458105558-61030-003_3458105558-61030-004,Manhattan,Manhattan,
1109,3458105558-61030-005_3458105558-61030-006,,,
1110,3458105558-61030-007_3458105558-61030-008,,,
1111,3458105558-61030-009_3458105558-61030-010,,,
1112,3458105558-61030-011_3458105558-61030-012,,,
1113,3458105558-61030-013_3458105558-61030-014,,,
1114,3458105558-61030-015_3458105558-61030-016,,,
1115,3458105558-61030-017_3458105558-61030-018,,,
1116,3458105558-61030-019_3458105558-61030-020,,,
1117,3458105558-61030-021_3458105558-61030-022,Manhattan,Manhattan,
1118,3458105558-61030-023_3458105558-61030-024,,,
1119,3458105558-61030-025_3458105558-61030-026,,,
1120,3458105558-61030-027_3458105558-61030-028,Manhattan,Manhattan,
1121,3458105558-61030-029_3458105558-61030-030,,,
1122,3458105558-61030-031_3458105558-61030-032,,,
1123,3458105558-61030-033_3458105558-61030-034,,,
1124,3458105764-61029-001_3458105764-61029-002,,,
1125,3458105764-61029-003_3458105764-61029-004,Manhattan,Manhattan,
1126,3458105764-61029-005_3458105764-61029-006,Long Island (Queens),"Long Island, Queens",
1127,3458105764-61029-007_3458105764-61029-008,Manhattan,Manhattan,
1128,3458105764-61029-009_3458105764-61029-010,,,
1129,3458105764-61029-011_3458105764-61029-012,Manhattan,Manhattan,
1130,3458105764-61029-013_3458105764-61029-014,Manhattan,Manhattan,
1131,3458106011-61028-001_3458106011-61028-002,,,
1132,3458106011-61028-003_3458106011-61028-004,,,
1133,3458106011-61028-005_3458106011-61028-006,,,
1134,3458106011-61028-007_3458106011-61028-008,Manhattan - Neighborhood,Manhattan,1.0
1135,3458106011-61028-009_3458106011-61028-010,,,
1136,3458106011-61028-011_3458106011-61028-012,,,
1137,3458106011-61028-013_3458106011-61028-014,,,
1138,3458106011-61028-015_3458106011-61028-016,Manhattan - West Side,Manhattan,1.0
1139,3458106474-61027-001_3458106474-61027-002,,,
1140,3458106474-61027-003_3458106474-61027-004,,,
1141,3458106474-61027-005_3458106474-61027-006,,,
1142,3458106474-61027-007_3458106474-61027-008,Manhattan - similar area,Manhattan,1.0
1143,3458106474-61027-009_3458106474-61027-010,Manhattan,Manhattan,
1144,3458106474-61027-011_3458106474-61027-012,Manhattan,Manhattan,
1145,3458106474-61027-013_3458106474-61027-014,Manhattan - similar area,Manhattan,1.0
1146,3458106474-61027-015_3458106474-61027-016,Manhattan,Manhattan,
1147,3458106689-61026-001_3458106689-61026-002,,,
1148,3458107279-61024-001_3458107279-61024-002,,,
1149,3458107279-61024-003_3458107279-61024-004,,,
1150,3458107279-61024-005_3458107279-61024-006,,,
1151,3458107279-61024-007_3458107279-61024-008,,,
1152,3458107279-61024-009_3458107279-61024-010,,,
1153,3458107279-61024-011_3458107279-61024-012,,,
1154,3458107279-61024-013_3458107279-61024-014,,,
1155,3458107279-61024-015_3458107279-61024-016,,,
1156,3458107279-61024-017_3458107279-61024-018,,,
1157,3458107279-61024-019_3458107279-61024-020,,,
1158,3458107279-61024-021_3458107279-61024-022,,,
1159,3458107279-61024-023_3458107279-61024-024,,,
1160,3458107279-61024-025_3458107279-61024-026,,,
1161,3458107279-61024-027_3458107279-61024-028,,,
1162,3458107279-61024-029_3458107279-61024-030,,,
1163,3458107841-61025-001_3458107841-61025-002,,,
1164,3458107841-61025-003_3458107841-61025-004,,,
1165,3458107841-61025-005_3458107841-61025-006,,,
1166,3458107841-61025-007_3458107841-61025-008,,,
1167,3458107841-61025-009_3458107841-61025-010,,,
1168,3458107841-61025-011_3458107841-61025-012,,,
1169,3458107841-61025-013_3458107841-61025-014,,,
1170,3458107841-61025-015_3458107841-61025-016,,,
1171,3458107841-61025-017_3458107841-61025-018,,,
1172,3458107841-61025-019_3458107841-61025-020,,,
1173,3458107841-61025-021_3458107841-61025-022,,,
1174,3458107841-61025-023_3458107841-61025-024,,,
1175,3458107841-61025-025_3458107841-61025-026,,,
1176,3458107841-61025-027_3458107841-61025-028,,,
1177,3458107841-61025-029_3458107841-61025-030,,,
1178,3458107841-61025-031_3458107841-61025-032,,,
1179,3458108834-61044-001_3458108834-61044-002,,,
1180,3458108834-61044-003_3458108834-61044-004,,,
1181,3458108834-61044-005_3458108834-61044-006,,,
1182,3458108834-61044-007_3458108834-61044-008,,,
1183,3458108834-61044-009_3458108834-61044-010,,,
1184,3458108834-61044-011_3458108834-61044-012,,,
1185,3458108834-61044-013_3458108834-61044-014,,,
1186,3458108834-61044-015_3458108834-61044-016,,,
1187,3458108834-61044-017_3458108834-61044-018,,,
1188,3458108834-61044-019_3458108834-61044-020,,,
1189,3458108834-61044-021_3458108834-61044-022,,,
1190,3458109121-61045-001_3458109121-61045-002,,,
1191,3458109121-61045-003_3458109121-61045-004,,,
1192,3458109121-61045-005_3458109121-61045-006,,,
1193,3458109121-61045-007_3458109121-61045-008,,,
1194,3458109121-61045-009_3458109121-61045-010,,,
1195,3458109121-61045-011_3458109121-61045-012,,,
1196,3458109121-61045-013_3458109121-61045-014,,,
1197,3458109121-61045-015_3458109121-61045-016,,,
1198,3458109121-61045-017_3458109121-61045-018,,,
1199,3458109121-61045-019_3458109121-61045-020,,,
1200,3458109121-61045-021_3458109121-61045-022,,,
1201,3458109121-61045-023_3458109121-61045-024,,,
1202,3458109563-61046-001_3458109563-61046-002,,,
1203,3458109563-61046-003_3458109563-61046-004,,,
1204,3458109563-61046-005_3458109563-61046-006,,,
1205,3458109563-61046-007_3458109563-61046-008,,,
1206,3458109563-61046-009_3458109563-61046-010,,,
1207,3458109563-61046-011_3458109563-61046-012,,,
1208,3458109563-61046-013_3458109563-61046-014,,,
1209,3458109563-61046-015_3458109563-61046-016,Manhattan,Manhattan,
1210,3458109563-61046-017_3458109563-61046-018,,,
1211,3458109563-61046-019_3458109563-61046-020,,,
1212,3458109563-61046-021_3458109563-61046-022,,,
1213,3458109563-61046-023_3458109563-61046-024,,,
1214,3458109563-61046-025_3458109563-61046-026,,,
1215,3458109563-61046-027_3458109563-61046-028,,,
1216,3458109563-61046-029_3458109563-61046-030,,,
1217,3458109952-61047-001_3458109952-61047-002,,,
1218,3458109952-61047-003_3458109952-61047-004,,,
1219,3458109952-61047-005_3458109952-61047-006,Manhattan,Manhattan,
1220,3458109952-61047-007_3458109952-61047-008,,,
1221,3458109952-61047-009_3458109952-61047-010,,,
1222,3458109952-61047-011_3458109952-61047-012,,,
1223,3458109952-61047-013_3458109952-61047-014,,,
1224,3458109952-61047-015_3458109952-61047-016,,,
1225,3458109952-61047-017_3458109952-61047-018,,,
1226,3458109952-61047-019_3458109952-61047-020,bronx or Manhattan,"Bronx, Manhattan",
1227,3458109952-61047-021_3458109952-61047-022,bronx or Manhattan,"Bronx, Manhattan",
1228,3458109952-61047-023_3458109952-61047-024,Manhattan,Manhattan,
1229,3458109952-61047-025_3458109952-61047-026,,,
1230,3458109952-61047-027_3458109952-61047-028,,,
1231,3458109952-61047-029_3458109952-61047-030,,,
1232,3458109952-61047-031_3458109952-61047-032,,,
1233,3458109952-61047-033_3458109952-61047-034,,,
1234,3458110245-61048-001_3458110245-61048-002,manhattan,Manhattan,
1235,3458110245-61048-003_3458110245-61048-004,Manhattan,Manhattan,
1236,3458110245-61048-005_3458110245-61048-006,manhattan,Manhattan,
1237,3458110245-61048-007_3458110245-61048-008,Manhattan,Manhattan,
1238,3458110245-61048-009_3458110245-61048-010,,,
1239,3458110245-61048-011_3458110245-61048-012,,,
1240,3458110245-61048-013_3458110245-61048-014,Manhattan,Manhattan,
1241,3458110245-61048-015_3458110245-61048-016,manhattan,Manhattan,
1242,3458110245-61048-017_3458110245-61048-018,Manhattan,Manhattan,
1243,3458110245-61048-019_3458110245-61048-020,,,
1244,3458110245-61048-021_3458110245-61048-022,Manhattan,Manhattan,
1245,3458110635-61049-001_3458110635-61049-002,Washington Heights 173rd,Manhattan,
1246,3458110635-61049-003_3458110635-61049-004,,,
1247,3458110635-61049-005_3458110635-61049-006,,,
1248,3458110635-61049-007_3458110635-61049-008,,,
1249,3458110635-61049-009_3458110635-61049-010,,,
1250,3458110635-61049-011_3458110635-61049-012,,,
1251,3458110635-61049-013_3458110635-61049-014,,,
1252,3458110635-61049-015_3458110635-61049-016,,,
1253,3458110635-61049-017_3458110635-61049-018,,,
1254,3458110635-61049-019_3458110635-61049-020,,,
1255,3458110635-61049-021_3458110635-61049-022,,,
1256,3458110635-61049-023_3458110635-61049-024,,,
1257,3458110635-61049-025_3458110635-61049-026,,,
1258,3458110635-61049-027_3458110635-61049-028,,,
1259,3458110635-61049-029_3458110635-61049-030,,,
1260,3458110635-61049-031_3458110635-61049-032,,,
1261,3458110635-61049-033_3458110635-61049-034,,,
1262,3458110635-61049-035_3458110635-61049-036,,,
1263,3458110635-61049-037_3458110635-61049-038,,,
1264,3458110635-61049-039_3458110635-61049-040,,,
1265,3458110635-61049-041_3458110635-61049-042,,,
1266,3458110635-61049-043_3458110635-61049-044,,,
1267,3458110635-61049-045_3458110635-61049-046,,,
1268,3458110635-61049-047_3458110635-61049-048,,,
1269,3458110635-61049-049_3458110635-61049-050,,,
1270,3458110635-61049-051_3458110635-61049-052,,,
1271,3458110635-61049-053_3458110635-61049-054,,,
1272,3458110635-61049-055_3458110635-61049-056,,,
1273,3458110635-61049-057_3458110635-61049-058,,,
1274,3458110635-61049-059_3458110635-61049-060,,,
1275,3458110635-61049-061_3458110635-61049-062,,,
1276,3458110635-61049-063_3458110635-61049-064,,,
1277,3458110635-61049-065_3458110635-61049-066,,,
1278,3458110635-61049-067_3458110635-61049-068,,,
1279,3458110635-61049-069_3458110635-61049-070,Brooklyn + Manhattan,"Brooklyn, Manhattan",
1280,3458110635-61049-071_3458110635-61049-072,Manhattan,Manhattan,
1281,3458110635-61049-073_3458110635-61049-074,,,
1282,3458110635-61049-075_3458110635-61049-076,,,
1283,3458110635-61049-077_3458110635-61049-078,,,
1284,3458110635-61049-079_3458110635-61049-080,Suburb,Other,
1285,3458110635-61049-081_3458110635-61049-082,Amsterdam- Anywhere,Manhattan,
1286,3458110635-61049-083_3458110635-61049-084,,,
1287,3458110635-61049-085_3458110635-61049-086,,,
1288,3458110635-61049-087_3458110635-61049-088,,,
1289,3458110635-61049-089_3458110635-61049-090,,,
1290,3458110635-61049-091_3458110635-61049-092,,,
1291,3458110635-61049-093_3458110635-61049-094,Not Harlem Downtown Only,Manhattan,
1292,3458110635-61049-095_3458110635-61049-096,,,
1293,3458110635-61049-097_3458110635-61049-098,,,
1294,3458110635-61049-099_3458110635-61049-100,,,
1295,3458110635-61049-101_3458110635-61049-102,,,
1296,3458110635-61049-103_3458110635-61049-104,,,
1297,3458110635-61049-105_3458110635-61049-106,,,
1298,3458110635-61049-107_3458110635-61049-108,,,
1299,3458110635-61049-109_3458110635-61049-110,,,
1300,3458110635-61049-111_3458110635-61049-112,,,
1301,3458110635-61049-113_3458110635-61049-114,Manhattan,Manhattan,
1302,3458110635-61049-115_3458110635-61049-116,,,
1303,3458110635-61049-117_3458110635-61049-118,,,
1304,3458110635-61049-119_3458110635-61049-120,West Side Manhattan,Manhattan,1.0
1305,3458110635-61049-121_3458110635-61049-122,,,
1306,3458110635-61049-123_3458110635-61049-124,,,
1307,3458110635-61049-125_3458110635-61049-126,,,
1308,3458110635-61049-127_3458110635-61049-128,,,
1309,3458110635-61049-129_3458110635-61049-130,,,
1310,3458110635-61049-131_3458110635-61049-132,,,
1311,3458110635-61049-133_3458110635-61049-134,,,
1312,3458129566-61050-001_3458129566-61050-002,,,
1313,3458129566-61050-003_3458129566-61050-004,,,
1314,3458129566-61050-005_3458129566-61050-006,,,
1315,3458129566-61050-007_3458129566-61050-008,,,
1316,3458129566-61050-009_3458129566-61050-010,,,
1317,3458129566-61050-011_3458129566-61050-012,,,
1318,3458129566-61050-013_3458129566-61050-014,,,
1319,3458129566-61050-015_3458129566-61050-016,Uptown Prospect 102 + Col. Ave.,Manhattan,
1320,3458129566-61050-017_3458129566-61050-018,,,
1321,3458129566-61050-019_3458129566-61050-020,,,
1322,3458129566-61050-021_3458129566-61050-022,,,
1323,3458129566-61050-023_3458129566-61050-024,,,
1324,3458129566-61050-025_3458129566-61050-026,,,
1325,3458129566-61050-027_3458129566-61050-028,,,
1326,3458129566-61050-029_3458129566-61050-030,,,
1327,3458129566-61050-031_3458129566-61050-032,,,
1328,3458129566-61050-033_3458129566-61050-034,,,
1329,3458129566-61050-035_3458129566-61050-036,,,
1330,3458129566-61050-037_3458129566-61050-038,,,
1331,3458129566-61050-039_3458129566-61050-040,,,
1332,3458129566-61050-041_3458129566-61050-042,,,
1333,3458129566-61050-043_3458129566-61050-044,,,
1334,3458129566-61050-045_3458129566-61050-046,,,
1335,3458129566-61050-047_3458129566-61050-048,,,
1336,3458129566-61050-049_3458129566-61050-050,,,
1337,3458129566-61050-051_3458129566-61050-052,,,
1338,3458129566-61050-053_3458129566-61050-054,Bronx,Bronx,
1339,3458129566-61050-055_3458129566-61050-056,,,
1340,3458129566-61050-057_3458129566-61050-058,,,
1341,3458129566-61050-059_3458129566-61050-060,Bronx or Manhattan,"Bronx, Manhattan",
1342,3458129566-61050-061_3458129566-61050-062,,,
1343,3568895288-61053-001_3568895288-61053-002,,,
1344,3568895288-61053-003_3568895288-61053-004,,,
1345,3568895288-61053-005_3568895288-61053-006,,,
1346,3568895288-61053-007_3568895288-61053-008,,,
1347,3568895288-61053-009_3568895288-61053-010,Lower East or West Side,Manhattan,1.0
1348,3568895288-61053-011_3568895288-61053-012,Manhattan Any Place,Manhattan,
1349,3568895288-61053-013_3568895288-61053-014,West Side Manhattan,Manhattan,1.0
1350,3568895288-61053-015_3568895288-61053-016,,,
1351,3568895288-61053-017_3568895288-61053-018,,,
1352,3568895288-61053-019_3568895288-61053-020,West Side,Manhattan,1.0
1353,3568895288-61053-021_3568895288-61053-022,,,
1354,3568895288-61053-023_3568895288-61053-024,,,
1355,3568895288-61053-025_3568895288-61053-026,,,
1356,3568895288-61053-027_3568895288-61053-028,,,
1357,3568895288-61053-029_3568895288-61053-030,,,
1358,3568895288-61053-031_3568895288-61053-032,,,
1359,3568895288-61053-033_3568895288-61053-034,,,
1360,3568895288-61053-035_3568895288-61053-036,,,
1361,3568895561-61054-001_3568895561-61054-002,,,
1362,3568895561-61054-003_3568895561-61054-004,Manhattan,Manhattan,
1363,3568895561-61054-005_3568895561-61054-006,Manhattan,Manhattan,
1364,3568895561-61054-007_3568895561-61054-008,"Manhattan, bronx, Brooklyn ","Bronx, Brooklyn, Manhattan",
1365,3568895561-61054-009_3568895561-61054-010,Manhattan,Manhattan,
1366,3568895561-61054-011_3568895561-61054-012,Manhattan,Manhattan,
1367,3568895561-61054-013_3568895561-61054-014,Manhattan,Manhattan,
1368,3568895561-61054-015_3568895561-61054-016,Manhattan,Manhattan,
1369,3568895561-61054-017_3568895561-61054-018,Manhattan,Manhattan,
1370,3568895561-61054-019_3568895561-61054-020,Manhattan,Manhattan,
1371,3568895561-61054-021_3568895561-61054-022,Manhattan,Manhattan,
1372,3568895561-61054-023_3568895561-61054-024,bronx,Bronx,
1373,3568895561-61054-025_3568895561-61054-026,,,
1374,3568895561-61054-027_3568895561-61054-028,,,
1375,3568895561-61054-029_3568895561-61054-030,,,
1376,3568895561-61054-031_3568895561-61054-032,flushing queens,Queens,
1377,3568896225-61055-001_3568896225-61055-002,Manhattan-West,Manhattan,1.0
1378,3568896225-61055-003_3568896225-61055-004,Long Island,Long Island,
1379,3568896225-61055-005_3568896225-61055-006,Manhattan,Manhattan,
1380,3568896225-61055-007_3568896225-61055-008,,,
1381,3568896225-61055-009_3568896225-61055-010,Manhattan,Manhattan,
1382,3568896225-61055-011_3568896225-61055-012,Manhattan,Manhattan,
1383,3568896225-61055-013_3568896225-61055-014,Manhattan,Manhattan,
1384,3568896225-61055-015_3568896225-61055-016,Queens Manhattan,"Manhattan, Queens",
1385,3568896225-61055-017_3568896225-61055-018,,,
1386,3568896225-61055-019_3568896225-61055-020,Manhattan,Manhattan,
1387,3568896225-61055-021_3568896225-61055-022,Manhattan,Manhattan,
1388,3568896225-61055-023_3568896225-61055-024,Manhattan,Manhattan,
1389,3568896225-61055-025_3568896225-61055-026,Manhattan,Manhattan,
1390,3568896225-61055-027_3568896225-61055-028,Manhattan- West Side,Manhattan,1.0
1391,3568896225-61055-029_3568896225-61055-030,Manhattan,Manhattan,
1392,3568896225-61055-031_3568896225-61055-032,Uptown,Manhattan,
1393,3568896225-61055-033_3568896225-61055-034,,,
