,ID_long,area_des,area_des_recoded,same_area_recoded
1866,3687357594-61095-003_3687357594-61095-004,,,
1867,3687357594-61095-005_3687357594-61095-006,,,
1868,3687357594-61095-007_3687357594-61095-008,,,
1869,3687357594-61095-009_3687357594-61095-010,,,
1870,3687357594-61095-011_3687357594-61095-012,,,
1871,3687357594-61095-013_3687357594-61095-014,Manhattan,Manhattan,
1872,3687357594-61095-015_3687357594-61095-016,,,
1873,3687357594-61095-017_3687357594-61095-018,,,
1874,3687357594-61095-019_3687357594-61095-020,,,
1875,3687357594-61095-021_3687357594-61095-022,,,
1876,3687357594-61095-023_3687357594-61095-024,,,
1877,3687357594-61095-025_3687357594-61095-026,Manhattan,Manhattan,
1878,3687357594-61095-027_3687357594-61095-028,,,
1879,3687357594-61095-029_3687357594-61095-030,,,
1880,3687357594-61095-031_3687357594-61095-032,,,
1881,3687357594-61095-033_3687357594-61095-034,,,
1882,3687357594-61095-035_3687357594-61095-036,,,
1883,3687357594-61095-037_3687357594-61095-038,,,
1884,3687357594-61095-039_3687357594-61095-040,,,
1885,3687357594-61095-041_3687357594-61095-042,,,
1886,3687357594-61095-043_3687357594-61095-044,Manhattan,Manhattan,
1887,3687358389-61096-001_3687358389-61096-002,,,
1888,3687358389-61096-003_3687358389-61096-004,,,
1889,3687358389-61096-005_3687358389-61096-006,,,
1890,3687358389-61096-007_3687358389-61096-008,,,
1891,3687358389-61096-009_3687358389-61096-010,,,
1892,3687358389-61096-011_3687358389-61096-012,,,
1893,3687358389-61096-013_3687358389-61096-014,,,
1894,3687358389-61096-015_3687358389-61096-016,,,
1895,3687358389-61096-017_3687358389-61096-018,,,
1896,3687358841-61097-001_3687358841-61097-002,,,
1897,3687358841-61097-003_3687358841-61097-004,,,
1898,3687358841-61097-005_3687358841-61097-006,,,
1899,3687358841-61097-007_3687358841-61097-008,,,
1900,3687358841-61097-009_3687358841-61097-010,,,
1901,3687358841-61097-011_3687358841-61097-012,,,
1902,3687359409-61098-001_3687359409-61098-002,,,
1903,3687359409-61098-003_3687359409-61098-004,,,
1904,3687359409-61098-005_3687359409-61098-006,,,
1905,3687359409-61098-007_3687359409-61098-008,"Manhattan, bronx ","Bronx, Manhattan",
1906,3687359409-61098-009_3687359409-61098-010,,,
1907,3687359409-61098-011_3687359409-61098-012,,,
1908,3687359409-61098-013_3687359409-61098-014,,,
1909,3687359409-61098-015_3687359409-61098-016,,,
1910,3687359409-61098-017_3687359409-61098-018,,,
1911,3687359409-61098-019_3687359409-61098-020,,,
1912,3687359409-61098-021_3687359409-61098-022,,,
1913,3687359409-61098-023_3687359409-61098-024,,,
1914,3687359409-61098-025_3687359409-61098-026,,,
1915,3687359810-61099-001_3687359810-61099-002,,,
1916,3687359810-61099-003_3687359810-61099-004,,,
1917,3687359810-61099-005_3687359810-61099-006,,,
1918,3687359810-61099-007_3687359810-61099-008,,,
1919,3687359810-61099-009_3687359810-61099-010,,,
1920,3687359810-61099-011_3687359810-61099-012,,,
1921,3687359810-61099-013_3687359810-61099-014,,,
1922,3687360195-61100-001_3687360195-61100-002,,,
1923,3687360195-61100-003_3687360195-61100-004,,,
1924,3687360195-61100-005_3687360195-61100-006,,,
1925,3687360195-61100-007_3687360195-61100-008,,,
1926,3687360195-61100-009_3687360195-61100-010,,,
1927,3687360195-61100-011_3687360195-61100-012,,,
1928,3687360195-61100-013_3687360195-61100-014,,,
1929,3687360195-61100-015_3687360195-61100-016,,,
1930,3687360195-61100-017_3687360195-61100-018,,,
1931,3687360195-61100-019_3687360195-61100-020,,,
1932,3687360195-61100-021_3687360195-61100-022,,,
1933,3687360195-61100-023_3687360195-61100-024,,,
1934,3687360700-61101-001_3687360700-61101-002,,,
1935,3687360700-61101-003_3687360700-61101-004,,,
1936,3687360700-61101-005_3687360700-61101-006,,,
1937,3687360700-61101-007_3687360700-61101-008,,,
1938,3687360700-61101-009_3687360700-61101-010,,,
1939,3687360700-61101-011_3687360700-61101-012,,,
1940,3687360700-61101-013_3687360700-61101-014,,,
1941,3687360700-61101-015_3687360700-61101-016,,,
1942,3687360700-61101-017_3687360700-61101-018,,,
1943,3687360700-61101-019_3687360700-61101-020,,,
1944,3687360700-61101-021_3687360700-61101-022,,,
1945,3687360700-61101-023_3687360700-61101-024,,,
1946,3687360700-61101-025_3687360700-61101-026,,,
1947,3687360700-61101-027_3687360700-61101-028,,,
1948,3687360700-61101-029_3687360700-61101-030,,,
1949,3687360700-61101-031_3687360700-61101-032,,,
1950,3687360700-61101-033_3687360700-61101-034,,,
1951,3687360700-61101-035_3687360700-61101-036,,,
1952,3687360700-61101-037_3687360700-61101-038,,,
1953,3687360700-61101-039_3687360700-61101-040,,,
1954,3687360700-61101-041_3687360700-61101-042,,,
1955,3687360700-61101-043_3687360700-61101-044,,,
1956,3687361245-61102-001_3687361245-61102-002,Manhattan,Manhattan,
1957,3687361245-61102-003_3687361245-61102-004,Same Area,Manhattan,1.0
1958,3687361245-61102-005_3687361245-61102-006,,,
1959,3687361245-61102-007_3687361245-61102-008,,,
1960,3687361245-61102-009_3687361245-61102-010,Manhattan,Manhattan,
1961,3687361245-61102-011_3687361245-61102-012,,,
1962,3687361245-61102-013_3687361245-61102-014,,,
1963,3687361245-61102-015_3687361245-61102-016,Manhattan,Manhattan,
1964,3687361245-61102-017_3687361245-61102-018,,,
1965,3687361245-61102-019_3687361245-61102-020,,,
1966,3687361245-61102-021_3687361245-61102-022,,,
1967,3687361245-61102-023_3687361245-61102-024,,,
1968,3687361245-61102-025_3687361245-61102-026,Lower East Side,Manhattan,
1969,3687361245-61102-027_3687361245-61102-028,Manhattan,Manhattan,
1970,3687361245-61102-029_3687361245-61102-030,Jetson Heights Long Island,Queens,
1971,3687361245-61102-031_3687361245-61102-032,,,
1972,3687361245-61102-033_3687361245-61102-034,Manhattan,Manhattan,
1973,3687361245-61102-035_3687361245-61102-036,Manhattan,Manhattan,
1974,3687361245-61102-037_3687361245-61102-038,,,
1975,3687361245-61102-039_3687361245-61102-040,Manhattan near Village,Manhattan,1.0
1976,3687361245-61102-041_3687361245-61102-042,Manhattan or Bronx,"Bronx, Manhattan",
1977,3687361245-61102-043_3687361245-61102-044,Neighborhood,Manhattan,1.0
1978,3687361245-61102-045_3687361245-61102-046,Same,Manhattan,1.0
1979,3687361245-61102-047_3687361245-61102-048,New Jersey,New Jersey,
1980,3687361245-61102-049_3687361245-61102-050,Manhattan,Manhattan,
1981,3687361245-61102-051_3687361245-61102-052,Manhattan,Manhattan,
1982,3687361245-61102-053_3687361245-61102-054,,,
1983,3687361616-61103-001_3687361616-61103-002,Same Area,Manhattan,1.0
1984,3687361616-61103-003_3687361616-61103-004,Manhattan-Bronx,"Bronx, Manhattan",
1985,3687361616-61103-005_3687361616-61103-006,Manhattan,Manhattan,
1986,3687361616-61103-007_3687361616-61103-008,Manhattan,Manhattan,
1987,3687361616-61103-009_3687361616-61103-010,,,
1988,3687361616-61103-011_3687361616-61103-012,Same Area,Manhattan,1.0
1989,3687361616-61103-013_3687361616-61103-014,,,
1990,3687361616-61103-015_3687361616-61103-016,,,
1991,3687361616-61103-017_3687361616-61103-018,,,
1992,3687361616-61103-019_3687361616-61103-020,Manhattan,Manhattan,
1993,3687361616-61103-021_3687361616-61103-022,,,
1994,3687361616-61103-023_3687361616-61103-024,,,
1995,3687361616-61103-025_3687361616-61103-026,Manhattan,Manhattan,
1996,3687361616-61103-027_3687361616-61103-028,,,
1997,3687361616-61103-029_3687361616-61103-030,Manhattan,Manhattan,
1998,3687361616-61103-031_3687361616-61103-032,Bronx,Bronx,
1999,3687361616-61103-033_3687361616-61103-034,Manhattan,Manhattan,
2000,3687361616-61103-035_3687361616-61103-036,"Manhattan, Bronx East or West ","Bronx, Manhattan",
2001,3687361616-61103-037_3687361616-61103-038,,,
2002,3687361616-61103-039_3687361616-61103-040,90's-100's,Manhattan,
2003,3687362121-61104-001_3687362121-61104-002,This area,Manhattan,1.0
2004,3687362121-61104-003_3687362121-61104-004,Washington Heights or W 28,Manhattan,1.0
2005,3687362121-61104-005_3687362121-61104-006,Same Area,Manhattan,1.0
2006,3687362121-61104-007_3687362121-61104-008,,,
2007,3687362121-61104-009_3687362121-61104-010,This area,Manhattan,1.0
2008,3687362121-61104-011_3687362121-61104-012,Bronx,Bronx,
2009,3687362121-61104-013_3687362121-61104-014,,,
2010,3687362121-61104-015_3687362121-61104-016,Same Area,Manhattan,1.0
2011,3687362121-61104-017_3687362121-61104-018,,,
2012,3687362121-61104-019_3687362121-61104-020,,,
2013,3687362121-61104-021_3687362121-61104-022,Same,Manhattan,1.0
2014,3687362121-61104-023_3687362121-61104-024,Same Area,Manhattan,1.0
2015,3687362121-61104-025_3687362121-61104-026,Same Area,Manhattan,1.0
2016,3687362121-61104-027_3687362121-61104-028,,,
2017,3687362121-61104-029_3687362121-61104-030,Manhattan,Manhattan,
2018,3687362121-61104-031_3687362121-61104-032,Manhattan,Manhattan,
2019,3687362121-61104-033_3687362121-61104-034,,,
2020,3687362121-61104-035_3687362121-61104-036,Manhattan,Manhattan,
2021,3687362121-61104-037_3687362121-61104-038,W 30'S,Manhattan,1.0
2022,3687362500-61105-001_3687362500-61105-002,Any,Any,
2023,3687362500-61105-003_3687362500-61105-004,Manhattan,Manhattan,
2024,3687362500-61105-005_3687362500-61105-006,This Area,Manhattan,1.0
2025,3687362500-61105-007_3687362500-61105-008,Manhattan,Manhattan,
2026,3687362500-61105-009_3687362500-61105-010,Astoria,Queens,
2027,3687362500-61105-011_3687362500-61105-012,,,
2028,3687362500-61105-013_3687362500-61105-014,Manhattan,Manhattan,
2029,3687362500-61105-015_3687362500-61105-016,Manhattan,Manhattan,
2030,3687362500-61105-017_3687362500-61105-018,Manhattan,Manhattan,
2031,3687362500-61105-019_3687362500-61105-020,This area,Manhattan,1.0
2032,3687362500-61105-021_3687362500-61105-022,Manhattan- West,Manhattan,1.0
2033,3687362500-61105-023_3687362500-61105-024,Manhattan,Manhattan,
2034,3687362500-61105-025_3687362500-61105-026,,,
2035,3687362500-61105-027_3687362500-61105-028,,,
2036,3687362500-61105-029_3687362500-61105-030,Manhattan,Manhattan,
2037,3687362500-61105-031_3687362500-61105-032,,,
2038,3687362500-61105-033_3687362500-61105-034,Bronx or Manhattan,"Bronx, Manhattan",
2039,3687362500-61105-035_3687362500-61105-036,Manhattan,Manhattan,
2040,3687362500-61105-037_3687362500-61105-038,Manhattan,Manhattan,
2041,3687364249-61106-001_3687364249-61106-002,Manhattan,Manhattan,
2042,3687364249-61106-003_3687364249-61106-004,,,
2043,3687364249-61106-005_3687364249-61106-006,Manhattan,Manhattan,
2044,3687364249-61106-007_3687364249-61106-008,Manhattan,Manhattan,
2045,3687364249-61106-009_3687364249-61106-010,Manhattan,Manhattan,
2046,3687364249-61106-011_3687364249-61106-012,Manhattan,Manhattan,
2047,3687364249-61106-013_3687364249-61106-014,Manhattan,Manhattan,
2048,3687364249-61106-015_3687364249-61106-016,"bronx, Brooklyn ","Bronx, Brooklyn",
2049,3687364249-61106-017_3687364249-61106-018,Manhattan,Manhattan,
2050,3687364249-61106-019_3687364249-61106-020,Manhattan,Manhattan,
2051,3687364249-61106-021_3687364249-61106-022,Manhattan,Manhattan,
2052,3687364249-61106-023_3687364249-61106-024,,,
2053,3687364249-61106-025_3687364249-61106-026,Manhattan,Manhattan,
2054,3687364249-61106-027_3687364249-61106-028,Manhattan,Manhattan,
2055,3687364685-61107-001_3687364685-61107-002,,,
2056,3687364685-61107-003_3687364685-61107-004,Manhattan,Manhattan,
2057,3687364685-61107-005_3687364685-61107-006,Manhattan,Manhattan,
2058,3687364685-61107-007_3687364685-61107-008,Any,Any,
2059,3687364685-61107-009_3687364685-61107-010,Bronx-Manhattan,"Bronx, Manhattan",
2060,3687364685-61107-011_3687364685-61107-012,,,
2061,3687364685-61107-013_3687364685-61107-014,Manhattan,Manhattan,
2062,3687364685-61107-015_3687364685-61107-016,Manhattan,Manhattan,
2063,3687364685-61107-017_3687364685-61107-018,,,
2064,3687364685-61107-019_3687364685-61107-020,Manhattan,Manhattan,
2065,3687364685-61107-021_3687364685-61107-022,Manhattan,Manhattan,
2066,3687364685-61107-023_3687364685-61107-024,Manhattan,Manhattan,
2067,3687364685-61107-025_3687364685-61107-026,,,
2068,3687364685-61107-027_3687364685-61107-028,Manhattan,Manhattan,
2069,3687364685-61107-029_3687364685-61107-030,Manhattan,Manhattan,
2070,3687364685-61107-031_3687364685-61107-032,Bronx or Manhattan,"Bronx, Manhattan",
2071,3687364685-61107-033_3687364685-61107-034,Manhattan,Manhattan,
2072,3687364685-61107-035_3687364685-61107-036,,,
2073,3687364685-61107-037_3687364685-61107-038,Manhattan,Manhattan,
2074,3687364685-61107-039_3687364685-61107-040,Bridge Port Connecticut,Connecticut,
2075,3687364685-61107-041_3687364685-61107-042,,,
2076,3687364685-61107-043_3687364685-61107-044,Manhattan,Manhattan,
2077,3687367261-61109-001_3687367261-61109-002,Manhattan,Manhattan,
2078,3687367261-61109-003_3687367261-61109-004,,,
2079,3687367261-61109-005_3687367261-61109-006,Manhattan,Manhattan,
2080,3687367261-61109-007_3687367261-61109-008,,,
2081,3687367261-61109-009_3687367261-61109-010,,,
2082,3687367261-61109-011_3687367261-61109-012,,,
2083,3687368625-61110-001_3687368625-61110-002,,,
2084,3687368625-61110-003_3687368625-61110-004,,,
2085,3687368625-61110-005_3687368625-61110-006,,,
2086,3687368625-61110-007_3687368625-61110-008,,,
2087,3687368625-61110-009_3687368625-61110-010,,,
2088,3687368625-61110-011_3687368625-61110-012,,,
2089,3687368625-61110-013_3687368625-61110-014,Manhattan,Manhattan,
2090,3687370077-61111-001_3687370077-61111-002,no preference,Any,
2091,3687370077-61111-003_3687370077-61111-004,Manhattan,Manhattan,
2092,3687370077-61111-005_3687370077-61111-006,Manhattan,Manhattan,
2093,3687370077-61111-007_3687370077-61111-008,Manhattan,Manhattan,
2094,3687370077-61111-009_3687370077-61111-010,,,
2095,3687370077-61111-011_3687370077-61111-012,Manhattan,Manhattan,
2096,3687370077-61111-013_3687370077-61111-014,,,
2097,3687370077-61111-015_3687370077-61111-016,,,
2098,3687370077-61111-017_3687370077-61111-018,,,
2099,3687370077-61111-019_3687370077-61111-020,,,
2100,3687370077-61111-021_3687370077-61111-022,,,
2101,3687370077-61111-023_3687370077-61111-024,Manhattan,Manhattan,
2102,3687370077-61111-025_3687370077-61111-026,"Manhattan , bronx ","Manhattan, Bronx",
2103,3687370077-61111-027_3687370077-61111-028,no preference,Any,
2104,3687370077-61111-029_3687370077-61111-030,,,
2105,3687370077-61111-031_3687370077-61111-032,Manhattan,Manhattan,
2106,3687371744-61112-001_3687371744-61112-002,,,
2107,3687371744-61112-003_3687371744-61112-004,,,
2108,3687371744-61112-005_3687371744-61112-006,,,
2109,3687371744-61112-007_3687371744-61112-008,,,
2110,3687371744-61112-009_3687371744-61112-010,Manhattan,Manhattan,
2111,3687371744-61112-011_3687371744-61112-012,,,
2112,3687371744-61112-013_3687371744-61112-014,Manhattan,Manhattan,
2113,3687371744-61112-015_3687371744-61112-016,,,
2114,3687371744-61112-017_3687371744-61112-018,,,
2115,3687371744-61112-019_3687371744-61112-020,,,
2116,3687371744-61112-021_3687371744-61112-022,Manhattan,Manhattan,
2117,3687371744-61112-023_3687371744-61112-024,,,
2118,3687372978-61113-001_3687372978-61113-002,,,
2119,3687372978-61113-003_3687372978-61113-004,Manhattan,Manhattan,
2120,3687372978-61113-005_3687372978-61113-006,Manhattan,Manhattan,
2121,3687372978-61113-007_3687372978-61113-008,,,
2122,3687372978-61113-009_3687372978-61113-010,Manhattan,Manhattan,
2123,3687372978-61113-011_3687372978-61113-012,,,
2124,3687372978-61113-013_3687372978-61113-014,,,
2125,3687372978-61113-015_3687372978-61113-016,,,
2126,3687372978-61113-017_3687372978-61113-018,,,
2127,3687372978-61113-019_3687372978-61113-020,,,
2128,458103019-61041-009-_3458103019-61041-010,,,
2129,95374663-61114-005-F_3195374663-61114-006,,,
